invoice_date,client_id,products,total_amount,invoice_number
"45380,0493055556",160,"[{'product_id': 419, 'quantity': 4, 'price': 368.27}, {'product_id': 866, 'quantity': 1, 'price': 77.96}, {'product_id': 1523, 'quantity': 2, 'price': 49.16}]","1649,36",FAC/2024/0195
"45380,4770833333",762,"[{'product_id': 386, 'quantity': 3, 'price': 90.46}, {'product_id': 1003, 'quantity': 4, 'price': 359.29}, {'product_id': 1938, 'quantity': 2, 'price': 387.31}, {'product_id': 743, 'quantity': 2, 'price': 29.71}]","2542,58",FAC/2024/0196
"45380,7451388889",859,"[{'product_id': 1474, 'quantity': 4, 'price': 540.59}, {'product_id': 967, 'quantity': 4, 'price': 12.14}, {'product_id': 4, 'quantity': 2, 'price': 21.19}]","2253,3",FAC/2024/0197
"45381,0208333333",550,"[{'product_id': 981, 'quantity': 2, 'price': 30.08}, {'product_id': 126, 'quantity': 1, 'price': 12.66}, {'product_id': 1307, 'quantity': 4, 'price': 45.34}]","254,18",FAC/2024/0198
"45381,8020833333",690,"[{'product_id': 1861, 'quantity': 1, 'price': 68.16}, {'product_id': 1861, 'quantity': 2, 'price': 68.16}]","204,48",FAC/2024/0199
"45382,1041666667",537,"[{'product_id': 232, 'quantity': 1, 'price': 213.19}, {'product_id': 52, 'quantity': 1, 'price': 127.99}, {'product_id': 673, 'quantity': 4, 'price': 6.95}, {'product_id': 1881, 'quantity': 2, 'price': 0.1}, {'product_id': 1916, 'quantity': 3, 'price': 389.44}]","1537,5",FAC/2024/0200
"45382,2055555556",883,"[{'product_id': 940, 'quantity': 4, 'price': 1.64}, {'product_id': 672, 'quantity': 2, 'price': 23.17}, {'product_id': 1928, 'quantity': 2, 'price': 24.67}, {'product_id': 783, 'quantity': 3, 'price': 12.53}]","139,83",FAC/2024/0201
"45382,7902777778",494,"[{'product_id': 997, 'quantity': 2, 'price': 8.24}, {'product_id': 1209, 'quantity': 2, 'price': 7.13}]","30,74",FAC/2024/0202
"45383,7326388889",719,"[{'product_id': 339, 'quantity': 2, 'price': 36.45}, {'product_id': 47, 'quantity': 4, 'price': 23.66}, {'product_id': 1221, 'quantity': 1, 'price': 31.12}]","198,66",FAC/2024/0203
"45384,0986111111",872,"[{'product_id': 1261, 'quantity': 3, 'price': 38.45}, {'product_id': 1677, 'quantity': 1, 'price': 24.89}]","140,24",FAC/2024/0204
"45384,5847222222",296,"[{'product_id': 797, 'quantity': 3, 'price': 27.37}, {'product_id': 538, 'quantity': 2, 'price': 173.08}, {'product_id': 1871, 'quantity': 1, 'price': 32.85}, {'product_id': 1709, 'quantity': 4, 'price': 277.62}]","1571,6",FAC/2024/0205
"45386,3652777778",183,"[{'product_id': 111, 'quantity': 3, 'price': 26.38}, {'product_id': 783, 'quantity': 4, 'price': 12.53}]","129,26",FAC/2024/0206
"45387,2243055556",726,"[{'product_id': 1102, 'quantity': 4, 'price': 97.12}, {'product_id': 1974, 'quantity': 1, 'price': 22.04}, {'product_id': 1362, 'quantity': 4, 'price': 31.98}]","538,44",FAC/2024/0207
"45387,2875",381,"[{'product_id': 493, 'quantity': 4, 'price': 328.45}]","1313,8",FAC/2024/0208
"45387,9743055556",970,"[{'product_id': 1597, 'quantity': 2, 'price': 95.83}]","191,66",FAC/2024/0209
"45388,1486111111",560,"[{'product_id': 994, 'quantity': 2, 'price': 41.7}]","83,4",FAC/2024/0210
"45389,0465277778",995,"[{'product_id': 365, 'quantity': 3, 'price': 13.43}]","40,29",FAC/2024/0211
"45389,3340277778",161,"[{'product_id': 856, 'quantity': 3, 'price': 4.69}]","14,07",FAC/2024/0212
"45389,9944444445",671,"[{'product_id': 996, 'quantity': 3, 'price': 2.65}]","7,95",FAC/2024/0213
"45390,3",604,"[{'product_id': 1828, 'quantity': 4, 'price': 16.67}]","66,68",FAC/2024/0214
"45391,9770833333",704,"[{'product_id': 1076, 'quantity': 3, 'price': 11.62}]","34,86",FAC/2024/0215
"45392,2951388889",946,"[{'product_id': 1733, 'quantity': 3, 'price': 0.1}, {'product_id': 1050, 'quantity': 1, 'price': 436.92}, {'product_id': 1641, 'quantity': 3, 'price': 0.1}, {'product_id': 320, 'quantity': 1, 'price': 24.94}]","462,46",FAC/2024/0216
"45393,4666666667",59,"[{'product_id': 718, 'quantity': 3, 'price': 0.45}]","1,35",FAC/2024/0217
"45393,4784722222",239,"[{'product_id': 1319, 'quantity': 4, 'price': 14.91}, {'product_id': 1003, 'quantity': 3, 'price': 359.29}, {'product_id': 1994, 'quantity': 3, 'price': 101.68}, {'product_id': 35, 'quantity': 1, 'price': 39.15}]","1481,7",FAC/2024/0218
"45393,6604166667",325,"[{'product_id': 1303, 'quantity': 2, 'price': 8.94}]","17,88",FAC/2024/0219
"45393,7159722222",148,"[{'product_id': 1894, 'quantity': 2, 'price': 119.1}, {'product_id': 1491, 'quantity': 4, 'price': 134.12}]","774,68",FAC/2024/0220
"45393,8986111111",551,"[{'product_id': 716, 'quantity': 4, 'price': 7.42}, {'product_id': 1889, 'quantity': 4, 'price': 28.76}, {'product_id': 230, 'quantity': 3, 'price': 305.27}, {'product_id': 205, 'quantity': 1, 'price': 176.72}, {'product_id': 1250, 'quantity': 4, 'price': 10.93}]","1280,97",FAC/2024/0221
"45394,55625",11,"[{'product_id': 542, 'quantity': 2, 'price': 26.96}, {'product_id': 956, 'quantity': 3, 'price': 10.56}, {'product_id': 1160, 'quantity': 3, 'price': 97.03}, {'product_id': 547, 'quantity': 2, 'price': 26.92}]","430,53",FAC/2024/0222
"45395,10625",953,"[{'product_id': 1825, 'quantity': 3, 'price': 119.77}, {'product_id': 478, 'quantity': 2, 'price': 290.07}, {'product_id': 1406, 'quantity': 3, 'price': 566.24}, {'product_id': 1303, 'quantity': 1, 'price': 8.94}]","2647,11",FAC/2024/0223
"45395,3131944444",494,"[{'product_id': 751, 'quantity': 1, 'price': 101.52}, {'product_id': 1456, 'quantity': 1, 'price': 8.29}, {'product_id': 1493, 'quantity': 3, 'price': 47.41}, {'product_id': 562, 'quantity': 3, 'price': 17.83}, {'product_id': 950, 'quantity': 1, 'price': 14.97}]","320,5",FAC/2024/0224
"45395,4048611111",102,"[{'product_id': 104, 'quantity': 4, 'price': 16.88}, {'product_id': 1550, 'quantity': 1, 'price': 62.39}]","129,91",FAC/2024/0225
"45395,4534722222",541,"[{'product_id': 834, 'quantity': 2, 'price': 141.65}, {'product_id': 1048, 'quantity': 2, 'price': 1077.23}]","2437,76",FAC/2024/0226
"45395,9083333333",121,"[{'product_id': 175, 'quantity': 2, 'price': 265.34}, {'product_id': 1636, 'quantity': 2, 'price': 295.31}, {'product_id': 1334, 'quantity': 3, 'price': 113.66}]","1462,28",FAC/2024/0227
"45395,9743055556",612,"[{'product_id': 1952, 'quantity': 4, 'price': 19.54}, {'product_id': 1809, 'quantity': 4, 'price': 3.71}, {'product_id': 497, 'quantity': 1, 'price': 19.85}, {'product_id': 600, 'quantity': 2, 'price': 511.61}, {'product_id': 350, 'quantity': 2, 'price': 260.3}]","1656,67",FAC/2024/0228
"45396,2520833333",244,"[{'product_id': 95, 'quantity': 1, 'price': 151.32}, {'product_id': 1324, 'quantity': 3, 'price': 2.96}]","160,2",FAC/2024/0229
"45396,6743055556",954,"[{'product_id': 1972, 'quantity': 4, 'price': 26.12}, {'product_id': 1172, 'quantity': 1, 'price': 30.54}, {'product_id': 1117, 'quantity': 3, 'price': 7.2}, {'product_id': 728, 'quantity': 4, 'price': 0.1}]","157,02",FAC/2024/0230
"45397,0048611111",907,"[{'product_id': 549, 'quantity': 1, 'price': 0.1}, {'product_id': 1950, 'quantity': 1, 'price': 23.0}, {'product_id': 1476, 'quantity': 4, 'price': 607.41}, {'product_id': 879, 'quantity': 1, 'price': 386.81}]","2839,55",FAC/2024/0231
"45397,4319444444",816,"[{'product_id': 804, 'quantity': 3, 'price': 68.92}, {'product_id': 127, 'quantity': 2, 'price': 50.56}, {'product_id': 1005, 'quantity': 1, 'price': 25.13}, {'product_id': 1439, 'quantity': 4, 'price': 39.44}, {'product_id': 377, 'quantity': 1, 'price': 220.13}]","710,9",FAC/2024/0232
"45397,5729166667",539,"[{'product_id': 1318, 'quantity': 3, 'price': 62.83}, {'product_id': 632, 'quantity': 1, 'price': 0.1}, {'product_id': 838, 'quantity': 3, 'price': 17.05}]","239,74",FAC/2024/0233
"45397,5736111111",408,"[{'product_id': 1071, 'quantity': 2, 'price': 38.41}, {'product_id': 617, 'quantity': 4, 'price': 28.33}, {'product_id': 1717, 'quantity': 1, 'price': 16.55}]","206,69",FAC/2024/0234
"45397,6263888889",979,"[{'product_id': 1727, 'quantity': 4, 'price': 41.38}, {'product_id': 780, 'quantity': 2, 'price': 21.44}, {'product_id': 185, 'quantity': 2, 'price': 3.43}]","215,26",FAC/2024/0235
"45397,9055555556",690,"[{'product_id': 675, 'quantity': 3, 'price': 15.01}]","45,03",FAC/2024/0236
"45398,5430555556",36,"[{'product_id': 1155, 'quantity': 4, 'price': 0.71}, {'product_id': 1489, 'quantity': 2, 'price': 481.03}, {'product_id': 1353, 'quantity': 2, 'price': 13.13}, {'product_id': 534, 'quantity': 4, 'price': 12.81}, {'product_id': 331, 'quantity': 3, 'price': 58.65}]","1218,35",FAC/2024/0237
"45398,9569444444",933,"[{'product_id': 1617, 'quantity': 2, 'price': 35.82}, {'product_id': 172, 'quantity': 1, 'price': 27.51}, {'product_id': 1938, 'quantity': 2, 'price': 387.31}]","873,77",FAC/2024/0238
"45398,9736111111",468,"[{'product_id': 297, 'quantity': 4, 'price': 9.13}, {'product_id': 618, 'quantity': 2, 'price': 29.56}, {'product_id': 563, 'quantity': 2, 'price': 12.3}, {'product_id': 1557, 'quantity': 2, 'price': 591.53}, {'product_id': 223, 'quantity': 2, 'price': 13.87}]","1331,04",FAC/2024/0239
"45399,1729166667",8,"[{'product_id': 1500, 'quantity': 2, 'price': 12.5}, {'product_id': 1920, 'quantity': 1, 'price': 7.01}, {'product_id': 1166, 'quantity': 1, 'price': 18.16}]","50,17",FAC/2024/0240
"45399,3958333333",439,"[{'product_id': 629, 'quantity': 3, 'price': 8.27}]","24,81",FAC/2024/0241
"45399,7208333333",284,"[{'product_id': 992, 'quantity': 2, 'price': 174.63}, {'product_id': 1680, 'quantity': 2, 'price': 48.02}, {'product_id': 1645, 'quantity': 3, 'price': 14.87}]","489,91",FAC/2024/0242
"45400,3583333333",469,"[{'product_id': 225, 'quantity': 3, 'price': 280.49}, {'product_id': 306, 'quantity': 1, 'price': 15.38}, {'product_id': 352, 'quantity': 4, 'price': 18.66}, {'product_id': 394, 'quantity': 1, 'price': 546.65}, {'product_id': 1457, 'quantity': 2, 'price': 69.67}]","1617,48",FAC/2024/0243
"45400,5097222222",376,"[{'product_id': 1587, 'quantity': 3, 'price': 37.71}]","113,13",FAC/2024/0244
"45400,8173611111",473,"[{'product_id': 1733, 'quantity': 2, 'price': 0.1}]","0,2",FAC/2024/0245
"45400,9881944445",875,"[{'product_id': 608, 'quantity': 4, 'price': 23.29}, {'product_id': 1649, 'quantity': 3, 'price': 17.65}, {'product_id': 876, 'quantity': 1, 'price': 11.9}, {'product_id': 1549, 'quantity': 4, 'price': 12.67}, {'product_id': 735, 'quantity': 2, 'price': 26.83}]","262,35",FAC/2024/0246
"45401,8659722222",905,"[{'product_id': 1265, 'quantity': 1, 'price': 47.3}, {'product_id': 737, 'quantity': 2, 'price': 76.15}]","199,6",FAC/2024/0247
"45402,0125",486,"[{'product_id': 1255, 'quantity': 4, 'price': 80.92}, {'product_id': 952, 'quantity': 2, 'price': 93.16}, {'product_id': 1806, 'quantity': 3, 'price': 28.7}]","596,1",FAC/2024/0248
"45402,2006944444",506,"[{'product_id': 1209, 'quantity': 3, 'price': 7.13}, {'product_id': 1379, 'quantity': 1, 'price': 18.81}, {'product_id': 1025, 'quantity': 1, 'price': 104.34}, {'product_id': 477, 'quantity': 1, 'price': 46.63}, {'product_id': 1772, 'quantity': 1, 'price': 58.97}]","250,14",FAC/2024/0249
"45402,8680555556",526,"[{'product_id': 635, 'quantity': 2, 'price': 42.83}, {'product_id': 361, 'quantity': 4, 'price': 6.96}, {'product_id': 1461, 'quantity': 1, 'price': 1.63}, {'product_id': 1119, 'quantity': 2, 'price': 43.56}]","202,25",FAC/2024/0250
"45402,91875",896,"[{'product_id': 1215, 'quantity': 4, 'price': 93.98}]","375,92",FAC/2024/0251
"45403,1569444445",847,"[{'product_id': 1724, 'quantity': 1, 'price': 8.31}, {'product_id': 826, 'quantity': 3, 'price': 79.64}, {'product_id': 802, 'quantity': 2, 'price': 12.67}]","272,57",FAC/2024/0252
"45403,4909722222",914,"[{'product_id': 477, 'quantity': 4, 'price': 46.63}, {'product_id': 1415, 'quantity': 3, 'price': 857.47}, {'product_id': 1564, 'quantity': 4, 'price': 83.26}, {'product_id': 368, 'quantity': 4, 'price': 74.96}, {'product_id': 1226, 'quantity': 4, 'price': 0.1}]","3392,21",FAC/2024/0253
"45403,9701388889",741,"[{'product_id': 550, 'quantity': 4, 'price': 37.93}, {'product_id': 1899, 'quantity': 4, 'price': 108.68}]","586,44",FAC/2024/0254
"45404,2881944444",86,"[{'product_id': 355, 'quantity': 4, 'price': 325.8}]","1303,2",FAC/2024/0255
"45404,6222222222",260,"[{'product_id': 1018, 'quantity': 3, 'price': 34.7}]","104,1",FAC/2024/0256
"45404,8944444444",646,"[{'product_id': 453, 'quantity': 2, 'price': 482.62}, {'product_id': 1214, 'quantity': 3, 'price': 43.96}, {'product_id': 530, 'quantity': 4, 'price': 70.16}, {'product_id': 493, 'quantity': 4, 'price': 328.45}, {'product_id': 696, 'quantity': 1, 'price': 55.79}]","2747,35",FAC/2024/0257
"45405,1777777778",138,"[{'product_id': 2000, 'quantity': 1, 'price': 54.74}, {'product_id': 484, 'quantity': 3, 'price': 10.34}, {'product_id': 1353, 'quantity': 4, 'price': 13.13}, {'product_id': 1409, 'quantity': 1, 'price': 340.27}, {'product_id': 668, 'quantity': 4, 'price': 53.39}]","692,11",FAC/2024/0258
"45406,2263888889",550,"[{'product_id': 1670, 'quantity': 1, 'price': 12.95}, {'product_id': 1094, 'quantity': 2, 'price': 20.95}, {'product_id': 134, 'quantity': 4, 'price': 0.1}, {'product_id': 525, 'quantity': 2, 'price': 328.62}, {'product_id': 1204, 'quantity': 4, 'price': 2.08}]","720,81",FAC/2024/0259
"45407,3506944444",544,"[{'product_id': 437, 'quantity': 3, 'price': 19.22}, {'product_id': 840, 'quantity': 1, 'price': 8.33}]","65,99",FAC/2024/0260
"45408,0875",340,"[{'product_id': 1626, 'quantity': 1, 'price': 35.86}, {'product_id': 904, 'quantity': 2, 'price': 4.91}, {'product_id': 2, 'quantity': 2, 'price': 23.2}]","92,08",FAC/2024/0261
"45409,3256944444",850,"[{'product_id': 718, 'quantity': 1, 'price': 0.45}, {'product_id': 1531, 'quantity': 2, 'price': 5.1}]","10,65",FAC/2024/0262
"45409,5715277778",683,"[{'product_id': 1500, 'quantity': 1, 'price': 12.5}, {'product_id': 803, 'quantity': 2, 'price': 67.65}, {'product_id': 1161, 'quantity': 2, 'price': 38.77}, {'product_id': 1504, 'quantity': 1, 'price': 15.51}, {'product_id': 847, 'quantity': 2, 'price': 18.3}]","277,45",FAC/2024/0263
"45409,5854166667",589,"[{'product_id': 260, 'quantity': 2, 'price': 40.66}, {'product_id': 1950, 'quantity': 4, 'price': 23.0}, {'product_id': 1270, 'quantity': 1, 'price': 45.54}, {'product_id': 1092, 'quantity': 2, 'price': 333.24}, {'product_id': 25, 'quantity': 1, 'price': 481.48}]","1366,82",FAC/2024/0264
"45410,2548611111",77,"[{'product_id': 1067, 'quantity': 2, 'price': 27.77}]","55,54",FAC/2024/0265
"45410,2861111111",892,"[{'product_id': 644, 'quantity': 3, 'price': 106.52}, {'product_id': 758, 'quantity': 2, 'price': 13.8}]","347,16",FAC/2024/0266
"45410,4388888889",37,"[{'product_id': 636, 'quantity': 2, 'price': 39.88}, {'product_id': 1205, 'quantity': 4, 'price': 118.3}, {'product_id': 1696, 'quantity': 3, 'price': 125.47}, {'product_id': 688, 'quantity': 3, 'price': 10.85}]","961,92",FAC/2024/0267
"45410,5319444444",352,"[{'product_id': 1637, 'quantity': 3, 'price': 44.36}, {'product_id': 1364, 'quantity': 3, 'price': 18.22}, {'product_id': 1181, 'quantity': 1, 'price': 9.61}, {'product_id': 1061, 'quantity': 2, 'price': 15.73}]","228,81",FAC/2024/0268
"45410,6534722222",628,"[{'product_id': 1238, 'quantity': 4, 'price': 17.66}]","70,64",FAC/2024/0269
"45410,725",349,"[{'product_id': 1717, 'quantity': 4, 'price': 16.55}, {'product_id': 1125, 'quantity': 4, 'price': 2.86}]","77,64",FAC/2024/0270
"45411,66875",443,"[{'product_id': 1911, 'quantity': 4, 'price': 0.42}, {'product_id': 889, 'quantity': 3, 'price': 19.4}, {'product_id': 610, 'quantity': 2, 'price': 1018.29}]","2096,46",FAC/2024/0271
"45412,1361111111",65,"[{'product_id': 170, 'quantity': 4, 'price': 68.42}, {'product_id': 947, 'quantity': 4, 'price': 36.36}]","419,12",FAC/2024/0272
"45412,1479166667",316,"[{'product_id': 1037, 'quantity': 2, 'price': 28.24}]","56,48",FAC/2024/0273
"45412,4340277778",381,"[{'product_id': 1277, 'quantity': 1, 'price': 45.68}, {'product_id': 1925, 'quantity': 2, 'price': 16.44}, {'product_id': 1521, 'quantity': 2, 'price': 48.45}, {'product_id': 58, 'quantity': 4, 'price': 533.21}]","2308,3",FAC/2024/0274
"45413,2618055556",544,"[{'product_id': 1599, 'quantity': 1, 'price': 65.95}]","65,95",FAC/2024/0275
"45413,9965277778",924,"[{'product_id': 1179, 'quantity': 1, 'price': 726.52}, {'product_id': 424, 'quantity': 1, 'price': 131.5}, {'product_id': 1861, 'quantity': 1, 'price': 68.16}]","926,18",FAC/2024/0276
"45414,5416666667",881,"[{'product_id': 446, 'quantity': 4, 'price': 18.77}, {'product_id': 1294, 'quantity': 4, 'price': 183.91}, {'product_id': 734, 'quantity': 2, 'price': 15.63}, {'product_id': 133, 'quantity': 1, 'price': 519.11}]","1361,09",FAC/2024/0277
"45414,6298611111",900,"[{'product_id': 892, 'quantity': 3, 'price': 111.56}]","334,68",FAC/2024/0278
"45414,8638888889",503,"[{'product_id': 380, 'quantity': 1, 'price': 53.27}]","53,27",FAC/2024/0279
"45415,0479166667",410,"[{'product_id': 833, 'quantity': 3, 'price': 15.8}, {'product_id': 1808, 'quantity': 2, 'price': 25.55}, {'product_id': 465, 'quantity': 1, 'price': 14.35}, {'product_id': 1901, 'quantity': 4, 'price': 130.5}]","634,85",FAC/2024/0280
"45415,7361111111",877,"[{'product_id': 687, 'quantity': 2, 'price': 10.52}, {'product_id': 1533, 'quantity': 1, 'price': 60.22}, {'product_id': 1901, 'quantity': 2, 'price': 130.5}, {'product_id': 991, 'quantity': 4, 'price': 40.03}, {'product_id': 202, 'quantity': 1, 'price': 0.1}]","502,48",FAC/2024/0281
"45416,1888888889",668,"[{'product_id': 1397, 'quantity': 4, 'price': 14.63}, {'product_id': 1297, 'quantity': 3, 'price': 13.96}, {'product_id': 1855, 'quantity': 3, 'price': 16.22}]","149,06",FAC/2024/0282
"45416,7395833333",856,"[{'product_id': 1732, 'quantity': 1, 'price': 61.55}, {'product_id': 1642, 'quantity': 4, 'price': 136.01}]","605,59",FAC/2024/0283
"45416,9486111111",709,"[{'product_id': 1556, 'quantity': 2, 'price': 7.32}]","14,64",FAC/2024/0284
"45417,2611111111",464,"[{'product_id': 1907, 'quantity': 2, 'price': 0.19}, {'product_id': 29, 'quantity': 4, 'price': 15.27}, {'product_id': 1784, 'quantity': 4, 'price': 5.93}, {'product_id': 1271, 'quantity': 2, 'price': 145.84}, {'product_id': 570, 'quantity': 4, 'price': 60.64}]","619,42",FAC/2024/0285
"45417,2673611111",494,"[{'product_id': 682, 'quantity': 1, 'price': 103.45}]","103,45",FAC/2024/0286
"45417,5402777778",760,"[{'product_id': 1870, 'quantity': 3, 'price': 61.12}, {'product_id': 1102, 'quantity': 4, 'price': 97.12}, {'product_id': 1707, 'quantity': 2, 'price': 317.24}, {'product_id': 262, 'quantity': 4, 'price': 11.7}]","1253,12",FAC/2024/0287
"45417,9569444444",135,"[{'product_id': 1311, 'quantity': 3, 'price': 72.31}, {'product_id': 431, 'quantity': 1, 'price': 7.29}, {'product_id': 1174, 'quantity': 4, 'price': 23.33}, {'product_id': 745, 'quantity': 4, 'price': 40.49}, {'product_id': 671, 'quantity': 3, 'price': 14.28}]","522,34",FAC/2024/0288
"45418,0069444444",726,"[{'product_id': 492, 'quantity': 1, 'price': 189.83}, {'product_id': 1944, 'quantity': 3, 'price': 91.61}, {'product_id': 1256, 'quantity': 3, 'price': 10.72}, {'product_id': 155, 'quantity': 1, 'price': 0.1}, {'product_id': 228, 'quantity': 2, 'price': 890.28}]","2277,48",FAC/2024/0289
"45418,35",451,"[{'product_id': 1610, 'quantity': 1, 'price': 36.86}, {'product_id': 1351, 'quantity': 3, 'price': 27.71}, {'product_id': 1243, 'quantity': 2, 'price': 11.41}, {'product_id': 1609, 'quantity': 3, 'price': 77.89}, {'product_id': 1908, 'quantity': 1, 'price': 4.41}]","380,89",FAC/2024/0290
"45418,4222222222",879,"[{'product_id': 563, 'quantity': 1, 'price': 12.3}, {'product_id': 1646, 'quantity': 1, 'price': 8.87}, {'product_id': 1720, 'quantity': 2, 'price': 74.82}, {'product_id': 961, 'quantity': 4, 'price': 111.67}]","617,49",FAC/2024/0291
"45419,1333333333",542,"[{'product_id': 1065, 'quantity': 4, 'price': 28.59}, {'product_id': 1151, 'quantity': 4, 'price': 22.32}, {'product_id': 1921, 'quantity': 2, 'price': 225.64}, {'product_id': 1084, 'quantity': 3, 'price': 625.05}]","2530,07",FAC/2024/0292
"45419,98125",609,"[{'product_id': 1938, 'quantity': 2, 'price': 387.31}, {'product_id': 651, 'quantity': 4, 'price': 50.23}]","975,54",FAC/2024/0293
"45420,8375",638,"[{'product_id': 1818, 'quantity': 4, 'price': 0.94}, {'product_id': 1355, 'quantity': 4, 'price': 55.43}, {'product_id': 315, 'quantity': 4, 'price': 10.53}, {'product_id': 62, 'quantity': 1, 'price': 30.39}]","297,99",FAC/2024/0294
"45421,05",20,"[{'product_id': 1937, 'quantity': 4, 'price': 38.4}, {'product_id': 1271, 'quantity': 2, 'price': 145.84}, {'product_id': 1940, 'quantity': 1, 'price': 58.5}, {'product_id': 67, 'quantity': 4, 'price': 32.22}, {'product_id': 1054, 'quantity': 2, 'price': 59.49}]","751,64",FAC/2024/0295
"45423,4263888889",987,"[{'product_id': 715, 'quantity': 1, 'price': 76.82}, {'product_id': 1819, 'quantity': 2, 'price': 180.77}, {'product_id': 680, 'quantity': 2, 'price': 315.84}, {'product_id': 1945, 'quantity': 3, 'price': 0.1}, {'product_id': 475, 'quantity': 4, 'price': 82.44}]","1400,1",FAC/2024/0296
"45423,48125",424,"[{'product_id': 1453, 'quantity': 3, 'price': 57.13}, {'product_id': 1315, 'quantity': 1, 'price': 26.2}, {'product_id': 1857, 'quantity': 3, 'price': 16.14}, {'product_id': 246, 'quantity': 1, 'price': 27.9}, {'product_id': 1158, 'quantity': 2, 'price': 8.0}]","289,91",FAC/2024/0297
"45423,5583333333",257,"[{'product_id': 417, 'quantity': 2, 'price': 7.15}, {'product_id': 1723, 'quantity': 1, 'price': 13.19}, {'product_id': 322, 'quantity': 3, 'price': 5.36}]","43,57",FAC/2024/0298
"45423,5694444444",857,"[{'product_id': 407, 'quantity': 3, 'price': 122.49}, {'product_id': 831, 'quantity': 1, 'price': 133.89}]","501,36",FAC/2024/0299
"45424,11875",486,"[{'product_id': 669, 'quantity': 1, 'price': 636.3}, {'product_id': 243, 'quantity': 1, 'price': 18.39}, {'product_id': 616, 'quantity': 2, 'price': 5.63}, {'product_id': 92, 'quantity': 2, 'price': 72.93}]","811,81",FAC/2024/0300
"45425,1215277778",536,"[{'product_id': 1725, 'quantity': 4, 'price': 64.42}, {'product_id': 79, 'quantity': 2, 'price': 12.29}]","282,26",FAC/2024/0301
"45425,3548611111",23,"[{'product_id': 166, 'quantity': 2, 'price': 48.6}, {'product_id': 582, 'quantity': 2, 'price': 13.52}]","124,24",FAC/2024/0302
"45425,5402777778",866,"[{'product_id': 1151, 'quantity': 2, 'price': 22.32}]","44,64",FAC/2024/0303
"45425,6666666667",37,"[{'product_id': 1301, 'quantity': 3, 'price': 6.69}]","20,07",FAC/2024/0304
"45425,6819444444",27,"[{'product_id': 441, 'quantity': 2, 'price': 29.95}, {'product_id': 1193, 'quantity': 2, 'price': 96.43}, {'product_id': 1017, 'quantity': 3, 'price': 11.53}]","287,35",FAC/2024/0305
"45425,9868055556",994,"[{'product_id': 1367, 'quantity': 3, 'price': 73.13}, {'product_id': 807, 'quantity': 3, 'price': 16.75}, {'product_id': 1539, 'quantity': 4, 'price': 17.76}, {'product_id': 843, 'quantity': 3, 'price': 390.15}, {'product_id': 1368, 'quantity': 3, 'price': 24.75}]","1585,38",FAC/2024/0306
"45426,65",848,"[{'product_id': 1196, 'quantity': 3, 'price': 3.7}, {'product_id': 1170, 'quantity': 2, 'price': 0.1}, {'product_id': 1314, 'quantity': 2, 'price': 118.5}, {'product_id': 697, 'quantity': 4, 'price': 15.98}, {'product_id': 233, 'quantity': 3, 'price': 74.21}]","534,85",FAC/2024/0307
"45426,9590277778",421,"[{'product_id': 1403, 'quantity': 1, 'price': 17.94}, {'product_id': 1349, 'quantity': 2, 'price': 87.9}, {'product_id': 1699, 'quantity': 4, 'price': 197.96}, {'product_id': 971, 'quantity': 2, 'price': 10.64}]","1006,86",FAC/2024/0308
"45427,1680555556",77,"[{'product_id': 1149, 'quantity': 2, 'price': 31.21}, {'product_id': 1844, 'quantity': 4, 'price': 47.96}, {'product_id': 1003, 'quantity': 1, 'price': 359.29}, {'product_id': 662, 'quantity': 3, 'price': 651.82}, {'product_id': 179, 'quantity': 1, 'price': 102.0}]","2671,01",FAC/2024/0309
"45427,1868055556",748,"[{'product_id': 236, 'quantity': 1, 'price': 12.94}, {'product_id': 748, 'quantity': 3, 'price': 18.07}, {'product_id': 368, 'quantity': 3, 'price': 74.96}]","292,03",FAC/2024/0310
"45427,4125",777,"[{'product_id': 873, 'quantity': 2, 'price': 20.37}, {'product_id': 1907, 'quantity': 1, 'price': 0.19}, {'product_id': 791, 'quantity': 4, 'price': 198.94}, {'product_id': 743, 'quantity': 3, 'price': 29.71}]","925,82",FAC/2024/0311
"45427,8180555556",230,"[{'product_id': 186, 'quantity': 4, 'price': 42.31}, {'product_id': 448, 'quantity': 3, 'price': 301.64}, {'product_id': 856, 'quantity': 3, 'price': 4.69}, {'product_id': 779, 'quantity': 3, 'price': 159.1}]","1565,53",FAC/2024/0312
"45428,5368055556",522,"[{'product_id': 1584, 'quantity': 4, 'price': 29.99}]","119,96",FAC/2024/0313
"45428,9736111111",489,"[{'product_id': 1100, 'quantity': 4, 'price': 4.01}, {'product_id': 624, 'quantity': 4, 'price': 161.72}, {'product_id': 1229, 'quantity': 3, 'price': 135.62}]","1069,78",FAC/2024/0314
"45429,1090277778",407,"[{'product_id': 1110, 'quantity': 3, 'price': 56.09}, {'product_id': 1249, 'quantity': 1, 'price': 38.25}, {'product_id': 1463, 'quantity': 3, 'price': 23.03}]","275,61",FAC/2024/0315
"45429,3326388889",483,"[{'product_id': 1714, 'quantity': 1, 'price': 9.4}]","9,4",FAC/2024/0316
"45429,9597222222",455,"[{'product_id': 1448, 'quantity': 3, 'price': 249.02}, {'product_id': 1263, 'quantity': 4, 'price': 11.63}, {'product_id': 450, 'quantity': 3, 'price': 726.89}, {'product_id': 419, 'quantity': 3, 'price': 368.27}]","4079,06",FAC/2024/0317
